type,title,cast,release_year,id,duration_type,duration_int,calificacion,califPromedio
movie,what happens in vegas,"cameron diaz,  ashton kutcher,  rob corddry,  lake bell",2008,as9615,min,99,1.0,3.5
movie,we bought a zoo,"matt damon, scarlett johansson, thomas haden church, patrick fugit, elle fanning, john michael higgins",2011,as9616,min,124,1.5,3.5
movie,tooth fairy 2,"larry guthrie, brady reiter, erin beute, david mackey",2012,as9617,min,90,5.0,3.5
movie,the sitter (unrated),"jonah hill, max records, ari graynor, jb smoove, sam rockwell",2012,as9618,min,87,4.0,3.5
movie,the sitter,"jonah hill, max records, ari graynor, j.b. smoove, sam rockwell",2011,as9619,min,81,4.5,3.6
movie,the shadow side,"clara kovacic, germán baudino, gon spina",2020,as9620,min,54,3.0,3.5
movie,the rocky horror picture show,"richard o'brien, tim curry, patricia quinn, susan sarandon, barry bostwick",1975,as9621,min,99,4.0,3.5
movie,the rocker,"rainn wilson, christina applegate, teddy geiger, josh gad, emma stone, jeff garlin, jane lynch, jason sudeikis, will arnett, howard hesseman, fred armisen, bradley cooper, lonny ross, jon glaser, jane krakowski, samantha weinstein, demetri martin, aziz ansari, ellie knaus, laura decarteret, steve adams, mark forward, vik sahay, brittany allen, jonathan malen, rebecca northan, keir gilchrist, simon sinn, suchin pak, ennis esmer, nicole arbour, wesley morgan, tanya bevan, marvin karon, sandi ross, talia russo, jon cor, darrel gamotin, angela maiorano, nick spencer, allan roberto, patrick hagarty, jessica porter, dave kiner, guy sanvido, christian potenza, pete best, jessica barrow, jordan lawson, richard wadham",2008,as9622,min,102,5.0,3.5
movie,the princess bride (4k uhd),,1987,as9623,min,98,4.0,3.5
movie,the princess bride,"cary elwes, mandy patinkin, chris sarandon, christopher guest, wallace shawn, andré the giant, fred savage, robin wright penn, peter falk, peter cook, mel smith, carol kane, billy crystal, anne dyson, margery mason, malcolm storry, willoughby gray, betsy brantley, paul badger, sallie mclaughlin",1987,as9624,min,98,3.0,3.5
movie,the luzhin defense,"john turturro, emily watson, geraldine james",2000,as9625,min,109,4.5,3.5
tv show,the flaming heart,"simon gong, zhang hui wen, zhou yan chen",2021,as9626,season,1,4.0,3.6
movie,thalaivii (telugu),"kangana ranaut, arvind swamy, nassar",2021,as9627,min,151,5.0,3.7
movie,thalaivii (tamil),"kangana ranaut, arvind swamy, nassar",2021,as9628,min,151,2.5,3.6
movie,thalaivii (malayalam),"kangana ranaut, arvind swamy, nassar",2021,as9629,min,151,4.0,3.5
movie,thalaivii (kannada),"kangana ranaut, arvind swamy, nassar",2021,as9630,min,151,2.5,3.5
movie,snow white,"diana rigg, billy barty, sarah patterson, nicola stapleton",1987,as9631,min,85,3.0,3.5
movie,shanghai knights,"jackie chan, owen wilson, donnie yen, aidan gillen",2003,as9632,min,114,4.0,3.5
tv show,saiyaan way,"kiran tabeer, adil murad, hafsa butt, inaya sheikh, farhad fareed, imran patel",2018,as9633,season,1,4.0,3.6
movie,pretty woman (plus bonus content),"richard gere, julia roberts",1990,as9634,min,139,5.0,3.5
movie,pretty woman,"richard gere, julia roberts",1990,as9635,min,120,4.0,3.6
tv show,pokémon the series: diamond and pearl,ikue ohtani,2011,as9636,seasons,12,5.0,3.5
movie,pieces of a dream: a story of gambling,,2003,as9637,min,49,4.0,3.5
tv show,paul newman trilogy,,2021,as9638,season,1,3.0,3.6
movie,oven,lauren ojeda,2019,as9639,min,2,4.0,3.6
movie,no sleep 'til christmas,"dave annable, odette annable, sheryl lee ralph, alphonso mcauley",2018,as9640,min,85,2.0,3.5
movie,meet the spartans (uncut),"sean maguire, carmen electra, ken davitian, kevin sorbo, diedrich bader, method man, jareb dauplaise, travis van winkle, phil morris, jim piddock, nicole parker, ike barinholtz, crista flanagan, hunter clary, emily wilson, thomas mckenna, tiffany haddish, willie macc, kenny yates, john di domenico, christopher lett, jenny costa, belinda waymouth, jesse lewis iv, zachary dylan smith, ryan fraley, tiffany claus, nick steele, jim nieb, dean cochran, nate haden, tony yalda, chris crocker",2008,as9641,min,86,5.0,3.5
movie,marley & me,"owen wilson, jennifer aniston",2008,as9642,min,116,3.0,3.5
tv show,lunkerville,michael de avila,2021,as9643,seasons,2,4.5,3.5
movie,love & other drugs,"k k, jake gyllenhaal, anne hathaway, oliver platt, hank azaria, josh gad, gabriel macht",2010,as9644,min,112,5.0,3.5
movie,little miss sunshine,"abigail breslin, greg kinnear, paul dano, alan arkin, steve carell, toni collette, grant hayes, justin shilton, alissa anderegg, jerry giles, beth grant",2006,as9645,min,103,2.0,3.6
tv show,let's go cozy coupe! - cartoons for kids,,2021,as9646,season,1,3.0,3.6
movie,knight and day (extended edition),"tom cruise, cameron diaz, peter sarsgaard, jordi moll��, viola davis, paul dano, falk hentschel, marc blucas, lennie loftin, maggie grace, rich manley, dale dye, celia weston, gal gadot, jack o'connell, trevor loomis, nilaja sun, tommy nohilly, taylor treadwell, christian finnegan, nicholas art, brian dykstra, brian tarantina, natasha paczkowski, jerrell lee, matthew lawler, ronn surels, eric robert bradshaw bennett, scott wahle, sara underwood, helen l. welsh, king orba, adam gregor, mitch e. bowan, gerry carbajal, charlie alejandro, carl alleyne, brian bradbury, katelyn cahill, desiree april connolly, jeffrey corazzini, holland diaz, paul elicone, michael enright",2010,as9647,min,117,2.0,3.5
tv show,kids in the hall,,1995,as9648,seasons,5,5.0,3.6
movie,judge dredd,"sylvester stallone, armand assante, rob schneider",1995,as9649,min,96,4.0,3.6
movie,jack,"robin williams, diane lane, brian kerwin, jennifer lopez, bill cosby, fran drescher, adam zolotin",1996,as9650,min,113,3.5,3.5
movie,i can't breathe,"mechielle anderson, marc jean, christopher david roché, melissa martinelli, dominic costa, gina martino, marc holladay, wendi smith, dave shaver, mike sutton, tariq rasheed, stefan matthews, jennifer ann fernandez, tracy suttles, robert fertman",2017,as9651,min,32,3.0,3.5
tv show,glass room,"elizaveta maiskaya, vsevolod boldin, alexander konstantinov, anastasia basha",2019,as9652,season,1,3.0,3.5
movie,famo$o (4k uhd),"sfera ebbasta, diplo, steve aoki, rvssian",2016,as9653,min,111,2.0,3.6
movie,date night (extended cut),"mark wahlberg, steve carell, taraji p. henson, tina fey, common",2010,as9654,min,102,4.0,3.6
movie,dard divorce,"martina ittenbach, daryl jackson, jaymes butler, barrett jones",2008,as9655,min,87,2.0,3.5
tv show,dafundamentals series,"emile crawford, randall crawford, jon ward",2021,as9656,season,1,1.0,3.5
movie,anaganaga oka nenu,"vijay, sweta chaudhary, nnr chowdary, hariya",2021,as9657,min,135,2.5,3.6
movie,a place at the table,"jeff bridges, tom colicchio",2013,as9658,min,84,4.0,3.5
movie,12 dates of christmas,,2011,as9659,min,87,4.0,3.5
movie,10 things i hate about you,"heath ledger, julia stiles, joseph gordon-levitt, larisa oleynik, david krumholtz, andrew keegan, susan may pratt, gabrielle union, larry miller, daryl ""chill"" mitchell, allison janney, david leisure, greg jackson, kyle cease, terence heuston, cameron fraser, eric reidman, quinn maixner, demegio kimbrough, todd butler, dennis mosley, bianca kajlich, nick vukelic, benjamin laurance, aidan kennedy, jelani quinn, jesse dyer, aaron therol, carlos lacamara, heathre taylor, joshua thorpe, j. r. johnson, wendy gottlieb, brian hood, travis muller, ari karczag, laura kenny, alice evans, jesper inglis, nick brown, monique powell, brian mashburn, kay hanley, michael eisenstein",1999,as9660,min,97,5.0,3.5
movie,the man in the hat,"ciaran hinds, stephen dillane, maïwenn",2021,as9661,min,96,4.0,3.6
tv show,terrahawks,"denise bryer, windsor davies, jeremy hitchen, anne ridler, ben stevens",1983,as9662,seasons,3,4.0,3.5
movie,river,"mary cameron rogers, alexandra rose, rob marshall, courtney gains, becki hayes",2021,as9663,min,93,4.0,3.6
movie,pride of the bowery,"leo gorcey, bobby jordan",1940,as9664,min,60,5.0,3.6
tv show,planet patrol,"dick vosburgh, ronnie stevens, libby morris, murray kash, ysanne churchman",2018,as9665,seasons,4,4.0,3.6
movie,outpost,"ray stevenson, julian wadham, richard brake, michael smiley, enoch frost",2008,as9666,min,90,3.5,3.5
tv show,maradona: blessed dream,"esteban recagno, ezequiel stremiz, luciano vittori, pablo rodríguez albi, leonard kunz, juanma muniagurria, julieta cardinali, nazareno casero, rita cortese, laura esquivel, nicolás furtado, nicolas goldschmidt",2021,as9667,season,1,2.5,3.6
movie,harry brown,"michael caine, emily mortimer, joseph gilgun, sean harris",2010,as9668,min,103,5.0,3.5
movie,duck the halls: a mickey mouse christmas special,"chris diamantopoulos, tony anselmo, tress macneille, bill farmer, russi taylor, corey burton",2016,ds1,min,23,4.0,3.6
movie,ernest saves christmas,"jim varney, noelle parker, douglas seale",1988,ds2,min,91,3.0,3.5
movie,ice age: a mammoth christmas,"raymond albert romano, john leguizamo, denis leary, queen latifah",2011,ds3,min,23,1.0,3.6
movie,the queen family singalong,"darren criss, adam lambert, derek hough, alexander jean, fall out boy, jimmie allen",2021,ds4,min,41,4.5,3.5
tv show,the beatles: get back,"john lennon, paul mccartney, george harrison, ringo starr",2021,ds5,season,1,4.0,3.5
movie,becoming cousteau,"jacques yves cousteau, vincent cassel",2021,ds6,min,94,3.5,3.6
tv show,hawkeye,"jeremy renner, hailee steinfeld, vera farmiga, fra fee, tony dalton, zahn mcclarnon",2021,ds7,season,1,4.0,3.5
tv show,port protection alaska,"gary muehlberger, mary miller, curly leach, sam carlson, stuart andrews, david squibb",2015,ds8,seasons,2,3.0,3.6
tv show,secrets of the zoo: tampa,"dr. ray ball, dr. lauren smith, chris massaro, tiffany burns, mike burns, melinda mendolusky",2019,ds9,seasons,2,3.0,3.6
movie,a muppets christmas: letters to santa,"steve whitmire, dave goelz, bill barretta, eric jacobson",2008,ds10,min,45,3.0,3.6
movie,adventure thru the walt disney archives,"don hahn, kathryn beaumont, pete docter, kevin feige, mark hamill, bob iger",2020,ds11,min,59,4.0,3.6
movie,puppy for hanukkah,,2020,ds12,min,4,3.0,3.5
movie,the pixar story,"stacy keach, john lasseter, brad bird, john musker, ron clements, frank thomas",2007,ds13,min,91,4.5,3.6
tv show,"dr. oakley, yukon vet","dr. michelle oakley, zachary fine",2013,ds14,seasons,10,5.0,3.6
movie,america the beautiful,michael b. jordan,2021,ds15,min,2,2.5,3.5
movie,baymax!,,2021,ds16,min,1,3.0,3.5
movie,ciao alberto,"jack dylan grazer, marco barricelli",2021,ds17,min,8,3.0,3.5
tv show,disney fancy nancy,"mia jenness, alyson hannigan, rob riggle, spencer moss, dana heath",2018,ds18,seasons,3,3.0,3.5
tv show,disney intertwined,"carolina domenech, josé jiménez zapiola, kevsho, elena roger, clara alonso, emilia mernes",2021,ds19,season,1,5.0,3.6
movie,enchanted,"amy adams, patrick dempsey, james marsden, timothy spall, idina menzel, susan sarandon",2007,ds20,min,110,4.0,3.5
movie,feast,"stephen apostolina, kirk baily, ben bledsoe, david cowgill, terri douglas, fuschia!",2014,ds21,min,8,4.0,3.4
movie,frozen fever,"kristen bell, idina menzel, jonathan groff, josh gad, santino fontana, chris williams",2015,ds22,min,11,3.5,3.5
movie,get a horse!,"walt disney, marcellite garner, russi taylor, billy bletcher, will ryan, bob bergen",2013,ds23,min,7,4.0,3.5
movie,home sweet home alone,"ellie kemper, rob delaney, archie yates, aisling bea, kenan thompson, tim simons",2021,ds24,min,95,3.0,3.5
movie,jungle cruise,"dwayne johnson, emily blunt, edgar ramirez, jack whitehall, jesse plemons, paul giamatti",2021,ds25,min,129,3.0,3.5
movie,limitless with chris hemsworth,chris hemsworth,2021,ds26,min,2,3.5,3.6
movie,marvel studios’ 2021 disney+ day special,,2021,ds27,min,14,4.0,3.6
movie,obi-wan kenobi,,2021,ds28,min,1,2.5,3.5
tv show,olaf presents,josh gad,2021,ds29,season,1,4.0,3.5
movie,paperman,"john kahrs, kari wahlgren",2012,ds30,min,7,2.0,3.5
movie,pixar 2021 disney+ day special,"pete docter, larry the cable guy, jack dylan grazer, domee shi, angus maclane",2021,ds31,min,5,5.0,3.5
movie,shang-chi and the legend of the ten rings,"simu liu, awkwafina, tony leung, michelle yeoh, meng'er zhang, ben kingsley",2021,ds32,min,134,4.0,3.6
movie,spin,"avantika, michael bishop, anna cathcart, jahbril cook, kerri medders, aryan simhadri",2021,ds33,min,94,4.0,3.6
movie,tangled ever after,"mandy moore, zachary levi, alan dale, paul f. tompkins, kari wahlgren, mark allen stewart",2012,ds34,min,9,4.0,3.5
movie,the ballad of nessie,billy connolly,2011,ds35,min,8,4.5,3.6
movie,the little matchgirl,,2006,ds36,min,7,4.5,3.6
movie,the making of happier than ever: a love letter to los angeles,"billie eilish, finneas, gustavo dudamel, patrick osborne, robert rodriguez",2021,ds37,min,30,3.5,3.5
movie,the proud family: louder and prouder,"kyla pratt, tommy davidson, paula jai parker, jomarie payton, cedric the entertainer",2021,ds38,min,1,4.0,3.6
movie,the simpsons in plusaversary,"dan castellaneta, nancy cartwright, yeardley smith, tress macneille, hank azaria",2021,ds39,min,6,4.0,3.5
movie,tick tock tale,,2010,ds40,min,6,2.0,3.4
movie,under the helmet: the legacy of boba fett,,2021,ds41,min,22,4.0,3.6
movie,willow,,2021,ds42,min,3,3.0,3.5
movie,alvin and the chipmunks: chipwrecked,"jason lee, david cross, jenny slate, justin long, matthew gray gubler, jesse mccartney",2011,ds43,min,87,4.5,3.5
movie,jingle all the way,"arnold schwarzenegger, sinbad, phil hartman, rita wilson, robert conrad, martin mull",1996,ds44,min,90,4.0,3.5
movie,jingle all the way 2,"larry the cable guy, brian stepanek, santino marella, kennedi clements, kirsten robek, rachel hayward",2014,ds45,min,91,3.0,3.6
movie,prep & landing: operation secret santa,"betty white, dave foley, derek richardson, sarah chalke, w. morgan sheppard",2010,ds46,min,8,3.5,3.5
movie,santa buddies: the legend of santa paws,"christopher lloyd, danny woodburn, craig anton, michael teigen, ben giroux, paul rae",2009,ds47,min,93,0.5,3.6
movie,snow buddies,"dominic scott kay, john kapelos, lise simms, mike dopud, charles c. stevenson jr., dylan minnette",2008,ds48,min,91,5.0,3.6
movie,space buddies,"f.t. anderson, diedrich bader, field cate, kendall cross, mike dopud, mark downey",2009,ds49,min,87,5.0,3.6
movie,the search for santa paws,"resse alexander, diedrich bader, sahar biniaz, jan boss, ameko eks mass carroll, melody choi",2010,ds50,min,101,4.0,3.5
movie,x-men: first class,"james mcavoy, michael fassbender, rose byrne, jennifer lawrence, january jones, nicholas hoult",2011,ds51,min,132,4.0,3.6
tv show,disney amphibia,"justin felbinger, amanda leighton, bill farmer, brenda song",2018,ds52,seasons,3,4.0,3.5
tv show,photo ark,joel sartore,2017,ds53,season,1,4.0,3.4
tv show,storm rising,,2021,ds54,season,1,4.0,3.5
movie,bob ballard: an explorer's life,,2021,ds55,min,44,5.0,3.6
movie,"mcfarland, usa","kevin costner, maria bello, morgan saylor, martha higareda, michael aguero, sergio avelar",2015,ds56,min,131,3.0,3.5
movie,rookie of the year,"thomas ian nicholas, gary busey, albert hall, amy morton, dan hedaya, eddie bracken",1993,ds57,min,104,2.0,3.5
movie,thumbelina,"gino conforti, barbara cook, jodi benson, will ryan, june foray, kenneth mars",1994,ds58,min,87,1.0,3.6
tv show,pj masks,"kyle breitkopf, jacob ursomarzo, addison holley",2015,ds59,seasons,5,4.5,3.5
tv show,the wild life of dr. ole,,2021,ds60,season,1,2.0,3.5
movie,lost cities with albert lin: the great flood,dr. albert yu-min lin,2021,ds61,min,44,2.0,3.6
movie,megacity of the maya warriors,albert lin,2021,ds62,min,44,3.0,3.5
tv show,apollo: back to the moon,"bill anders, jack clemons, fred haise, glynn lunney, jay barbree, brad vinikow",2019,ds63,season,1,2.0,3.5
tv show,just beyond,"mckenna grace, lexi underwood, cedric joe, tim heidecker, riki lindhome, nasim pedrad",2021,ds64,season,1,3.0,3.6
tv show,secrets of the zoo: down under,naomi watts,2020,ds65,seasons,2,4.0,3.6
tv show,secrets of the zoo: north carolina,,2020,ds66,season,1,3.0,3.6
tv show,the wizard of paws,,2021,ds67,season,1,2.5,3.5
tv show,zombies: addison's moonstone mystery,,2020,ds68,season,1,5.0,3.6
movie,just roll with it: you decide live!,"tobie windham, suzi barrett, ramon reed, kaylin hayman, jc currais, raven-symoné",2019,ds69,min,52,3.5,3.5
movie,mickey's tale of two witches,"bret iwan, kaitlyn robrock, bill farmer, daniel ross, tress macneille, jim cummings",2021,ds70,min,47,5.0,3.5
movie,muppets haunted mansion,"dave goelz, bill barretta, will arnett, taraji p. henson, yvette nicole brown, darren criss",2021,ds71,min,53,4.0,3.5
movie,the most magical story on earth: 50 years of walt disney world,"whoopi goldberg, christina aguilera, halle bailey, orlando philharmonic orchestra, anthony anderson, tom brady",2021,ds72,min,85,4.0,3.6
movie,under wraps,"malachi barton, christian j. simon, sophia hammons, melanie brook, brent stait, jordana largy",2021,ds73,min,92,3.0,3.5
tv show,among the stars,chris cassidy,2021,ds74,season,1,3.0,3.5
movie,black widow,"scarlett johansson, florence pugh, david harbour, o-t fagbenle, rachel weisz, ray winstone",2021,ds75,min,135,3.5,3.6
tv show,drain the oceans,russell boulter,2017,ds76,seasons,4,4.0,3.6
tv show,drain the oceans: the mississippi river & arctic war,kerry shale,2021,ds77,season,1,5.0,3.5
movie,fauci,"dr. anthony fauci, bono, george w. bush, peter staley",2021,ds78,min,105,2.0,3.5
tv show,impact with gal gadot,gal gadot,2021,ds79,season,1,5.0,3.5
tv show,the ghost and molly mcgee,"ashly burch, dana snyder",2021,ds80,season,1,3.0,3.6
movie,alvin and the chipmunks,"jason lee, david cross, cameron richardson, jane lynch, justin long, matthew gray gubler",2007,ds81,min,91,2.5,3.5
movie,alvin and the chipmunks: the road chip,"jason lee, tony hale, kimberly williams-paisley, josh green, bella thorne, uzo aduba",2015,ds82,min,92,3.0,3.6
movie,lego star wars terrifying tales,"jake green, raphael alejandro, dana snyder, tony hale, christian slater, trevor devall",2021,ds83,min,47,3.5,3.5
movie,maleficent,"angelina jolie, sharlto copley, elle fanning, sam riley, imelda staunton, juno temple",2014,ds84,min,99,3.5,3.5
movie,the scariest story ever: a mickey mouse halloween spooktacular,"chris diamantopoulos, tony anselmo, tress macneille, bill farmer, russi taylor",2017,ds85,min,22,3.0,3.6
tv show,disney vampirina,"isabella crovetti, lauren graham, james van der beek, jordan davis, wanda sykes, mitchell whitfield",2017,ds86,seasons,3,4.0,3.6
tv show,disney's magic bake-off,"issac ryan brown, dara reneé, graciela gomez",2021,ds87,season,1,4.0,3.6
tv show,great barrier reef,don halbert,2020,ds88,season,1,3.0,3.6
tv show,ready for preschool,,2019,ds89,seasons,2,4.0,3.5
tv show,rolie polie olie,"cole caplan, kristen bone, robert smith, catherine disher, adrian truss, len carlson",1998,ds90,seasons,5,4.0,3.5
tv show,star wars galaxy of sounds,,2021,ds91,season,1,3.0,3.4
tv show,the hatcher family dairy,,2021,ds92,season,1,4.0,3.6
tv show,the simpsons,"dan castellaneta, julie kavner, nancy cartwright, yeardley smith, hank azaria, pamela hayden",1989,ds93,seasons,32,3.5,3.6
movie,a spark story,"apthon corbin, louis gonzales",2021,ds94,min,88,5.0,3.5
movie,spooky buddies,"tucker albrizzi, diedrich bader, ameko eks mass carroll, max charles, tim conway, jennifer elise cox",2011,ds95,min,93,4.0,3.5
movie,the fault in our stars,"shailene woodley, ansel elgort, laura dern, sam trammell, nat wolff, willem dafoe",2014,ds96,min,127,4.0,3.6
tv show,dog: impossible,matt beisner,2019,ds97,seasons,2,3.0,3.5
tv show,spidey and his amazing friends,"benjamin valic, lily sanfelippo, jakari fraser, dee bradley baker, melanie minichino",2021,ds98,season,1,4.0,3.5
tv show,star wars: visions,,2021,ds99,season,1,5.0,3.5
movie,confessions of a shopaholic,"isla fisher, hugh dancy, joan cusack, john goodman, john lithgow, kristin scott thomas",2009,ds100,min,106,4.0,3.6
movie,descendants: royal wedding,"dove cameron, sofia carson, booboo stewart, mitchell hope, sarah jeffery, melanie paxson",2021,ds101,min,22,4.0,3.5
movie,disney's broadway hits at london's royal albert hall,"john barrowman, ashley brown, merle dandridge, trevor dion nicholas, jade ewen, alton fitzgerald white",2016,ds102,min,116,4.0,3.4
movie,flooded tombs of the nile,devin e. haqq,2021,ds103,min,44,4.0,3.5
movie,jade eyed leopard,jeremy irons,2020,ds104,min,44,4.0,3.4
movie,nona,,2021,ds105,min,9,5.0,3.5
movie,smoky mountain park rangers,peter jessop,2021,ds106,min,42,3.5,3.7
tv show,life below zero,"chip hailstone, agnes hailstone, sue aikens, andy bassich",2012,ds107,seasons,16,5.0,3.5
tv show,miraculous: tales of ladybug & cat noir,"cristina vee, bryce papenbrook, keith silverstein, mela lee, max mittelman, carrie keranen",2015,ds108,season,1,4.0,3.5
tv show,unknown waters with jeremy wade,jeremy wade,2021,ds109,season,1,5.0,3.5
movie,far away from raven’s home,"raven-symoné, issac ryan brown, navia robinson, jason maybaum, sky katz, anneliese van der pol",2021,ds110,min,11,4.5,3.4
movie,pirates of the caribbean: on stranger tides,"johnny depp, penélope cruz, ian mcshane, geoffrey rush, kevin r. mcnally, sam claflin",2011,ds111,min,140,3.5,3.6
movie,twenty something,"kaylin price, ariana brown, aliyah taylor, janelle lasalle, napoleon highbrou",2021,ds112,min,11,2.0,3.6
tv show,"doogie kamealoha, m.d.","peyton elizabeth lee, emma meisel, matthew sato, wes tian, jeffrey bowyer-chapman, mapuana makia",2021,ds113,season,1,1.0,3.5
tv show,"mira, royal detective","leela ladnier, utkarsh ambudkar, roshni edwards, kal penn, kamran lucas",2020,ds114,seasons,2,4.5,3.5
tv show,pepper ann,"kathleen wilhoite, clea lewis, danny cooksey, pamela segall, april winchell, don adams",1997,ds115,seasons,3,3.0,3.5
tv show,the incredible dr. pol,"rick robles, dr. pol",2011,ds116,seasons,19,0.5,3.6
movie,happier than ever: a love letter to los angeles,"billie eilish, finneas",2021,ds117,min,66,3.0,3.5
movie,x-men: dark phoenix,"james mcavoy, michael fassbender, jennifer lawrence, nicholas hoult, sophie turner, tye sheridan",2019,ds118,min,115,2.0,3.4
tv show,alaska animal rescue,victoria vosburg,2019,ds119,seasons,2,4.0,3.5
tv show,dug days,"bob peterson, ed asner, jordan nagai",2021,ds120,season,1,4.0,3.5
movie,cruella,"emma stone, emma thompson, joel fry, paul walter hauser, emily beecham, kirby howell-baptiste",2021,ds121,min,137,3.0,3.5
movie,dan in real life,"steve carell, juliette binoche, dane cook, john mahoney, emily blunt, alison pill",2007,ds122,min,99,3.5,3.4
movie,disney princess remixed - an ultimate princess celebration,"txunamy oriz, natalie peyser, dara reneé, frankie rodriguez, julia lester, ruth righi",2021,ds123,min,22,3.0,3.5
movie,marvel one-shot: all hail the king,"ben kingsley, scoot mcnairy, lester speight, sam rockwell, matt gerald, allen maldonado",2014,ds124,min,14,4.0,3.5
movie,underdog,"jason lee, amy adams, jim belushi, peter dinklage, patrick warburton, alex neuberger",2007,ds125,min,85,2.5,3.6
tv show,dr. k's exotic animal er,"dr. susan kelleher, art edmonds",2014,ds126,seasons,9,3.5,3.6
tv show,gigantosaurus,"dylan schombing, áine sunderland, nahanni mitchell, nicholas holmes",2018,ds127,seasons,2,3.0,3.6
tv show,life below zero: next generation,mocean melvin,2020,ds128,seasons,2,4.0,3.5
movie,eragon,"ed speleers, jeremy irons, sienna guillory, robert carlyle, john malkovich, garrett hedlund",2006,ds129,min,104,3.5,3.5
tv show,growing up animal,tracee ellis ross,2021,ds130,season,1,4.5,3.5
movie,fantastic four,"ioan gruffudd, jessica alba, chris evans, michael chiklis, julian mcmahon, kerry washington",2005,ds131,min,106,3.0,3.6
movie,x-men,"patrick stewart, hugh jackman, ian mckellen, halle berry, famke janssen, james marsden",2000,ds132,min,105,1.0,3.5
tv show,america's funniest home videos: animal edition,alfonso ribeiro,2021,ds133,season,1,4.0,3.5
tv show,chicken squad,"ramone hamilton, gabriella graves, maxwell simkins, yvette nicole brown",2021,ds134,season,1,5.0,3.5
tv show,disney presents goofy in how to stay at home,"bill farmer, corey burton",2021,ds135,season,1,2.0,3.5
tv show,gabby duran and the unsittables,"kylie cantrall, maxwell donovan, callan farris, coco christo, valery ortiz, nathan lovejoy",2018,ds136,seasons,2,3.0,3.5
tv show,what if...?,,2021,ds137,season,1,2.0,3.5
movie,beverly hills chihuahua 2,"george lopez, odette yustman, miguel ferrer, ernie hudson, loretta devine, jon huertas",2011,ds138,min,88,3.0,3.5
movie,beverly hills chihuahua 3: viva la fiesta!,"george lopez, odette annable, ernie hudson, miguel ferrer, kay panabaker, tom kenny",2012,ds139,min,92,4.0,3.6
movie,killer shark vs killer whale,edward marcoux,2021,ds140,min,44,4.0,3.6
movie,mrs. doubtfire,"robin williams, sally field, pierce brosnan, harvey fierstein, polly holliday, lisa jakub",1993,ds141,min,126,2.0,3.6
tv show,cesar millan: better human better dog,dustin rubin,2021,ds142,season,1,2.0,3.4
tv show,walt disney animation studios: short circuit experimental films,,2020,ds143,seasons,2,2.5,3.6
movie,built for mars: the perseverance rover,steven french,2021,ds144,min,88,1.5,3.6
movie,garfield,"breckin meyer, jennifer love hewitt, stephen tobolowsky, bill murray, evan arnold, mark lawrence",2004,ds145,min,82,4.5,3.5
tv show,chip 'n' dale: park life,"matthew géczy, kaycie chase, bill farmer, sylvain caruso",2021,ds146,season,1,3.0,3.5
tv show,critter fixers: country vets,sullivan jones,2020,ds147,seasons,2,2.0,3.5
tv show,disney junior t.o.t.s.,"vanessa williams, megan hilty, jet jurgensmeyer, christian simon",2018,ds148,seasons,2,5.0,3.5
tv show,mickey mouse funhouse,"bret iwan, kaitlyn robrock, bill farmer, tony anselmo, tress macneille, harvey guillén",2021,ds149,season,1,4.0,3.5
tv show,minnie's bow-toons: party palace pals,"tress macneille, nika futterman, kaitlyn robrock",2021,ds150,season,1,4.0,3.5
tv show,turning the tables with robin roberts,robin roberts,2021,ds151,season,1,3.5,3.5
movie,ice age: the meltdown,"ray romano, john leguizamo, denis leary, seann william scott, josh peck, queen latifah",2006,ds152,min,94,5.0,3.6
movie,playing with sharks,"valerie taylor, dr. sylvia earle, jeremiah sullivan, wendy benchley, jean michel cousteau, michele hall",2021,ds153,min,91,5.0,3.6
movie,shark vs. surfer,billy lloyd,2020,ds154,min,44,2.0,3.6
movie,shark vs. whale,ted stewart,2020,ds155,min,44,3.0,3.6
movie,stuntman,eddie braun,2021,ds156,min,87,3.0,3.5
movie,walking with dinosaurs: the movie,"john leguizamo, justin long, tiya sircar, skyler stone, angourie rice, charlie rowe",2013,ds157,min,88,5.0,3.5
movie,what the shark?,robert davi,2020,ds158,min,44,4.5,3.5
tv show,behind the attraction,paget brewster,2021,ds159,season,1,4.0,3.6
tv show,disney the owl house,"sarah-nicole robles, wendie malick, alex hirsch, tati gabrielle, issac brown, mae whitman",2020,ds160,seasons,2,1.0,3.5
tv show,meet spidey and his amazing friends (shorts),"ben valic, melanie minichino",2021,ds161,season,1,3.5,3.5
tv show,mission force one,"justin felbinger, fiona bishop, ivy bishop, issac ryan brown, sam lavagnino, dee bradley baker",2017,ds162,season,1,4.0,3.6
tv show,turner & hooch,"josh peck, carra patterson, lyndsy fonseca, vanessa lengies, brandon jay mclaren, anthony ruivivar",2021,ds163,season,1,3.0,3.5
movie,most wanted sharks,,2020,ds164,min,44,3.0,3.6
movie,secrets of the bull shark,keston john,2020,ds165,min,44,4.5,3.6
tv show,shark attack files,,2021,ds166,season,1,3.0,3.5
movie,shark attack investigation: the paige winter story,,2021,ds167,min,44,2.0,3.5
movie,sharkcano,dan nachtrab,2020,ds168,min,44,5.0,3.6
movie,we bought a zoo,"matt damon, scarlett johansson, thomas haden church, patrick fugit, colin ford, elle fanning",2011,ds169,min,125,0.5,3.6
movie,world's biggest bullshark,jason hildebrandt,2021,ds170,min,44,4.0,3.5
movie,world's most dangerous shark?,brain cade,2021,ds171,min,44,4.0,3.5
