type,title,cast,release_year,id,duration_type,duration_int,calificacion,califPromedio
movie,skills like this,"spencer berger, kerry knuppe, brian phelan, gabriel tigerman",2007,as983,min,87,4.0,3.5
movie,sketchy behaviour,"kanan gill, kenneth sebastian",2019,as984,min,64,3.5,3.5
tv show,six dreams,"amaia gorostiza, andrés guardado, quique cárcel, iñaki williams, eduardo berizzo, saúl ñiguez",2018,as985,season,1,2.5,3.5
movie,sitting on the moon,"roger pryor, grace bradley, william newell, henry kolker, pert kelton, henry wadsworth, joyce compton, pierre watkin, june martel",1936,as986,min,53,4.0,3.5
movie,sitting bull: a stone in my heart,"adam fortunate eagle, william theobald",2008,as987,min,83,3.5,3.5
movie,sita,"sai srinivas bellamkonda, kajal aggarwal, sonu sood",2019,as988,min,157,3.5,3.6
tv show,"sister, sister",,1999,as989,seasons,6,4.0,3.5
movie,sir chris hoy - from velodrome to le mans,chris hoy,2016,as990,min,52,2.0,3.5
movie,"sing, dance and learn with little baby bum",,2019,as991,min,30,1.5,3.6
tv show,sing-along-songs for kids,jolly jingle works,2013,as992,season,1,4.0,3.6
movie,sing with gecko,,2019,as993,min,33,4.0,3.5
movie,sing sing nights,"conway tearle, ferdinand gottschalk, hardie albright, jameson thomas, berton churchill",1934,as994,min,60,5.0,3.5
movie,sing and learn with gecko's garage,,2019,as995,min,59,3.5,3.6
movie,sing and dance with little baby bum!,"grace tamayo, erin webbs",2019,as996,min,45,3.5,3.6
movie,sing and dance with kiiyii,,2019,as997,min,47,5.0,3.5
movie,sing along with little baby bum,"grace tamayo, erin webbs",2019,as998,min,35,3.0,3.6
movie,sinful davey,"pamela franklin, john hurt",1969,as999,min,95,4.0,3.5
movie,sinbad: make me wanna holla,sinbad,2014,as1000,min,90,3.0,3.6
movie,simple gifts: the chamber music society at shaker village,,2016,as1001,min,84,4.5,3.6
tv show,simon's cat - classic collection,,2018,as1002,season,1,5.0,3.6
movie,silver wolf,"michael biehn, roy scheider, shane meier",1999,as1003,min,98,3.5,3.5
movie,silver stallion,"david sharpe, janet waldo, leroy mason, thornton edwards, chief thundercloud",1941,as1004,min,59,4.0,3.5
movie,silver blaze,"arthur wontner, ian fleming",1937,as1005,min,70,4.0,3.6
tv show,silver and gold,,2017,as1006,season,1,2.0,3.5
tv show,silk,"maxine peake, rupert penry-jones, neil stuke, alex jennings, phil davis, frances barber",2014,as1007,seasons,3,2.0,3.6
tv show,silent witness,"emilia fox, richard lintern, david caves",2018,as1008,seasons,21,2.0,3.4
movie,silent wings - the american glider pilots of wwii,"hal holbrook, walter cronkite, andy rooney, michael j. samek",2007,as1009,min,115,2.0,3.5
movie,silence patton,"don kruizinga, peter reznikoff",2018,as1010,min,85,3.0,3.6
movie,silence (tamil) (4k uhd),"anushka shetty, madhavan, anjali, michael madsen",2020,as1011,min,126,4.5,3.4
movie,silence (malayalam) (4k uhd),"anushka shetty, madhavan, anjali, michael madsen",2020,as1012,min,126,4.0,3.5
tv show,sigmund and the sea monsters,"rebecca bloom, david arquette, solomon stewart, mark povinelli, eileen o’connell, drew massey, michael oosterom, victor yerrid, meegan godfrey, david crespin, kyle harrison breitkopf",2017,as1013,season,1,3.5,3.6
tv show,sid the science kid,"alice dinnean, donna kimball, drew massey, julianne buescher, victor yerrid",2008,as1014,season,1,3.0,3.5
movie,sick song & more nursery rhymes for kids - kiiyii,,2020,as1015,min,29,4.5,3.6
movie,siberia (2018),"keanu reeves, molly ringwald, ana ularu, aleks paunovic",2018,as1016,min,105,5.0,3.5
movie,shoutoutoutout,,2011,as1017,min,35,5.0,3.6
movie,shottas,"ky-mani marley, spragga benz, louie rankin",2002,as1018,min,99,3.5,3.6
movie,shor se shuruaat,,2016,as1019,min,123,2.0,3.5
tv show,shock and awe: the story of electricity,jim al-khalili,2011,as1020,season,1,4.0,3.6
tv show,shk heroforce,"hope marie nixon, noah nixon, eden nixon, baker paffie, jordan sacchieri, emily perry, zane nixon, kenney myers, sophia clarke, elijah flanery",2018,as1021,season,1,5.0,3.6
movie,shivaay,"ajay devgn, abigail eames, erika kaar",2015,as1022,min,154,4.0,3.5
tv show,shipping wars,,2015,as1023,seasons,4,3.0,3.5
movie,shinrin-yoku (forest bathing),,2019,as1024,min,60,4.5,3.5
tv show,shin chan spin-off vol.1  aliens vs. shinnosuke,,2016,as1025,season,1,2.0,3.6
movie,sherlock holmes: the hound of the baskervilles,"ian richardson, donald churchill, denholm elliott",1983,as1026,min,100,4.0,3.5
movie,sherlock holmes & the woman in green,"basil rathbone, nigel bruce, hillary brooke, henry daniell, paul cavanagh, matthew boulton, eve amber, frederick worlock, tom bryson, sally shepherd, mary gordon, eve ashley, john burton, harold de becker, leslie denison, tony ellis, kay harding, alec harford, ivo henderson, tommy hughes, colin hunter, olaf hytten, boyd irwin, eric mayne, william h. o'brien, violet seaton, arthur stenning, percival vivian",1945,as1027,min,69,4.5,3.5
movie,sherlock holmes & the secret weapon,"basil rathbone, nigel bruce, lionel atwill, kaaren verne, william post jr., dennis hoey, holmes herbert, mary gordon, rudolph anders, whit bissell, veda ann borg, paul bryar, john burton, vicki campbell, gerard cavin, harry cording, james craven, henry daniell, harold de becker, leslie denison, george eldredge, paul fix, leyland hodgson, guy kingsford, george burr macannan, michael mark, henry victor, harry woods",1943,as1028,min,71,5.0,3.5
tv show,shepherd,"lance e. nichols, kelvin harrison jr., alicia davis johnson, chelsea bryan",2021,as1029,season,1,5.0,3.6
movie,she's not our sister,"kellita smith, christian keyes, drew sidora",2011,as1030,min,88,4.5,3.6
movie,shawn pelofsky: stretch it out,shawn pelofsky,2018,as1031,min,61,3.0,3.5
tv show,shaun the sheep - the farmer's llamas,"john sparkes, sean connolly, kate harbour, andy nyman",2015,as1032,season,1,5.0,3.5
tv show,shaun the sheep,,2012,as1033,seasons,6,4.0,3.5
movie,sharknado 5: global swarming,"ian ziering, tara reid, cassandra scerbo, billy barratt",2017,as1034,min,86,3.5,3.6
movie,sharknado 4: the 4th awakens,"ian ziering, tara reid, david hasselhoff, gary busey, tommy davidson, cody linley, imani hakim",2016,as1035,min,85,4.0,3.5
movie,shark story: evolution of a master predator,,2013,as1036,min,54,4.0,3.6
movie,shapes song & more learning songs for kids - kiiyii,,2020,as1037,min,33,4.0,3.5
movie,shao lin temple,"jet li, chunhua ji, henry fong",1982,as1038,min,100,4.5,3.6
movie,shane mauss: mating season,shane mauss,2013,as1039,min,65,5.0,3.6
movie,shakuntala devi,"vidya balan, sanya malhotra, jisshu sengupta,  amit sadh",2020,as1040,min,127,4.5,3.5
tv show,shakespeare uncovered,"helen hunt, f. murray abraham, romola garai, brian cox, simon russell beale",2018,as1041,season,1,4.5,3.5
tv show,shaitaan haveli,"bhupesh singh, varun thakur, neha chauhan, pippa hughes, monica gupta",2018,as1042,season,1,3.0,3.6
movie,shadow puppets,"james marsters, tony todd, marc winnick",2007,as1043,min,103,5.0,3.5
tv show,shadow force,bob parr,2008,as1044,season,1,3.0,3.4
movie,shadow company,james ashcroft,2007,as1045,min,44,2.5,3.5
movie,shadaa,"diljit dosanjh, neru bajwa, jagdeep sandhu",2019,as1046,min,128,4.0,3.6
movie,shaadi mubarak,"sagar rk naidu, drishya raghunath",2021,as1047,min,133,1.0,3.5
movie,sex ed,"haley joel osment, lorenza izzo, kevin hernandez, retta, glen powell, castille landon, chris williams, ray santiago, abby elliott, parker young, laura harring, lamorne morris, isaac white, matt walsh",2014,as1048,min,92,3.5,3.4
movie,seventeen (siebzhen),"elisabeth wabitsch, magdalena wabitsch, alexandra schmidt, leo plankensteiner",2019,as1049,min,106,3.5,3.5
tv show,seven senses of the re’union,"kengo takanashi, nichika ohmori, akari kito, kaito ishikawa, takuma terashima",2018,as1050,season,1,2.0,3.6
tv show,series_project_un_test_uhd,"test actor 1, test actor 2",2020,as1051,season,1,5.0,3.5
tv show,serial swindlers,,2018,as1052,season,1,4.0,3.5
tv show,serbia: old and new,laura alexandra,2019,as1053,season,1,3.0,3.5
movie,separate ways,"karen black, tony lo bianco",1981,as1054,min,93,4.0,3.5
tv show,sentosha: battle wheels,"chihara junior, masatoshi hamada",2018,as1055,season,1,4.5,3.6
movie,sensitivity training,"anna lise phillips, jill alexander, quinn marcus, amy madigan, andy gala, amy vorpahl, gregory itzen, finnegan haid, michael laskin, charles haid",2018,as1056,min,86,4.5,3.5
movie,selfie dad,"michael jr., chonda pierce, james denton, karen abercrombie",2020,as1057,min,97,3.0,3.6
tv show,selena's secret,"sofía lama, maya zapata, damayanti quintanar",2018,as1058,season,1,4.0,3.5
movie,selah and the spades,"lovie simone, jharrel jerome, celeste o’connor, jesse williams, gina torres, ana mulvoy ten, evan roe, francesca noel, henry hunter-hall, nekhebet juch, bella ferragamo, kristen ivy haynes, greyson cage, ben breault, krish bhuva, cody sloan, ali fisher, rae bell, melissa mcmeekin, ken israel",2020,as1059,min,98,3.5,3.5
movie,"seeing, searching, being - william segal",wiliam segal,2010,as1060,min,74,2.0,3.5
tv show,seeing canada,brandy yanchyk,2019,as1061,seasons,2,3.0,3.5
movie,seed of innocence,"mary cannon, tim wead",1980,as1062,min,92,4.0,3.6
movie,section 375,"akshaye khanna, richa chadha, meera chopra",2019,as1063,min,123,4.5,3.5
tv show,secrets of the universe,,2015,as1064,season,1,3.5,3.5
tv show,secrets of the dead: the nero files,jay o. sanders,2019,as1065,season,1,4.0,3.5
movie,secrets of the dead: the lost gardens of babylon,jay o. sanders,2014,as1066,min,55,4.0,3.5
tv show,secrets of the castle,"ruth goodman, peter ginn, tom pinfold",2014,as1067,season,1,5.0,3.6
movie,secret valley,"richard arlen, virginia grey, jack mulhall, norman willis, syd saylor, russell hicks, willie fung",1937,as1068,min,57,4.0,3.5
tv show,secret state,"gabriel byrne, charles dance, gina mckee, ralph ineson",2012,as1069,season,1,4.0,3.6
tv show,secret life of the hospital bed,joe duttine,2017,as1070,season,1,3.0,3.5
movie,secret diary of the holocaust,colin tierney,2009,as1071,min,50,3.5,3.5
tv show,secret diary of a call girl,"billie piper, iddo goldberg, cherie lunghi, lily james, ashley madekwe, joanna bobin, james d'arcy, david dawson",2011,as1072,seasons,3,3.0,3.6
movie,secondhand hearts,"ben isaacs, mallory corinne, allie rae treharne, jericho lopez, rebecca c. olson, ward wright",2020,as1073,min,95,4.0,3.6
tv show,second  war diary - the war day by day,,2014,as1074,season,1,3.5,3.5
movie,seated yoga level i 13 minutes,"anne-marie newland, jamie newland",2016,as1075,min,14,4.0,3.5
tv show,seatbelt psychic,"lisa cash, thomas john",2018,as1076,season,1,4.0,3.5
movie,searching for bobby fischer,"ben kingsley, joe mantegna, laurence fishburne, joan allen, robert stephens, david paymer, william h. macy, max pomeranc, michael nirenberg, tom mcgowan",1993,as1077,min,110,4.5,3.5
movie,searching for augusta: the forgotten angel of bastogne,,2016,as1078,min,74,4.5,3.5
movie,sean bones: live in concert,,2011,as1079,min,29,5.0,3.6
tv show,sea power,,2005,as1080,season,1,4.5,3.5
movie,sea gypsies,"nico edwards, ayack wanderer, david bowie, clemens gabriel oestreich, peter falck, zach byron-smith, mathias lessman, ole muller",2016,as1081,min,78,5.0,3.6
tv show,scrubs,"zach braff, donald faison, sarah chalke, ken jenkins, john c. mcginley",2010,as1082,seasons,9,4.5,3.5
tv show,scrapyard supercar,"shane lynch, ralph hosier",2019,as1083,season,1,3.0,3.5
tv show,scott & bailey,"suranne jones, lesley sharp",2016,as1084,seasons,5,5.0,3.5
movie,scorpio men on prozac,"seth macari, justin hartley, erin cummings, olivier taillieu, cheryl rixon davis, christina romero, luke davis, taylor kinney, nicole brunner, danielle roberts, elexa williams, bradford h. benoit, westley thornton, jeffrey vanderbyl, maurice chasse, jason beaudoin, nina kruse, nick lakind",2020,as1085,min,107,5.0,3.5
tv show,scigirls,,2010,as1086,season,1,3.0,3.6
movie,school spirits,"tiffany alvord, teala dunn, piper curda, christian delgrosso, audrey whitby, alysia reiner",2020,as1087,min,89,1.0,3.5
tv show,scenic walks around the world,michael lumsden,2008,as1088,season,1,3.0,3.5
tv show,scenery channel,,2017,as1089,season,1,4.5,3.5
tv show,scaredy squirrel,"terry mcgurrin, jonathan gould, pat mckenna, linda kash, jayne eastwood, david berni, jamie watson, dwayne hill",2012,as1090,seasons,4,4.0,3.5
movie,say yes,"leah mckendrick, patrick zeller, matt pascua, shari belafonte, stefanie estes, alexandra paul, alberto manquero",2019,as1091,min,95,4.0,3.5
movie,sawan ko aane do,"arun govil, zarina wahab, amrish puri, rita bhaduri, yunus parvez, leela mishra",1979,as1092,min,153,4.0,3.5
movie,savyasachi,"naga chaitanya, nidhhi agerwal, r. madhavan, bhumika chawla",2018,as1093,min,148,3.0,3.6
movie,savoir adore,,2006,as1094,min,34,4.0,3.5
movie,saving zoë,"laura marano, vanessa marano, chris tavarez, giorgia whigham, michael provost, nathaniel buzolic, ken jeong, evan castelloe, annie jacob",2019,as1095,min,95,4.0,3.6
movie,saved by grace,"joey lawrence, catalina rodriguez, muse watson",2015,as1096,min,85,4.0,3.5
movie,sasheer zamata: pizza mind,sasheer zamata,2017,as1097,min,73,4.0,3.5
tv show,sas rogue warriors,,2018,as1098,season,1,4.5,3.6
movie,sarah colonna: i can't feel my legs,sarah colonna,2015,as1099,min,67,5.0,3.6
movie,sandpaper,"david razor, lori katz, sage croft, kat hands",2019,as1100,min,72,4.0,3.6
movie,sand castles,"jordon hodges, anne winters, randy spence, clint howard",2014,as1101,min,94,4.0,3.6
movie,san fernando valley,"roy rogers, dale evans, jean porter, andrew tombes, bob nolan & the sons of the pioneers, leroy mason",1944,as1102,min,53,3.0,3.5
movie,same kind of different as me,"greg kinnear, renee zellweger, djimon hounsou, jon voight",2017,as1103,min,119,4.0,3.5
tv show,salvage: code red,,2009,as1104,season,1,4.0,3.6
movie,salome where she danced,"yvonne de carlo, rod cameron, david bruce, walter slezak, albert dekker",1945,as1105,min,92,3.0,3.5
movie,saleslady,"anna neagle, harry davenport, kenneth harlan, harry hayden",1938,as1106,min,63,1.0,3.5
movie,sakka podu podu raja,"santhanam, vaibhavi shandilya, vivek, vtv ganesh, sampath",2017,as1107,min,124,5.0,3.5
movie,saints and soldiers: airborne creed,"corbin allred, david nibley, jasen wade",2012,as1108,min,95,5.0,3.5
movie,sahil shah’s: childish behaviour,sahil shah,2018,as1109,min,72,4.0,3.5
tv show,sagrada reset,,2017,as1110,seasons,2,0.5,3.5
movie,saaho (telugu),"prabhas, shraddha kapoor, murli sharma, arun vijay, neil nitin mukesh",2019,as1111,min,170,4.0,3.5
movie,saaho (tamil),"prabhas, shraddha kapoor, murli sharma, arun vijay, neil nitin mukesh",2019,as1112,min,170,2.0,3.5
movie,saaho (malayalam),"prabhas, shraddha kapoor, murli sharma, arun vijay, neil nitin mukesh",2019,as1113,min,170,4.0,3.6
movie,saaho (kannada),"prabhas, shraddha kapoor, murli sharma, arun vijay, neil nitin mukesh",2019,as1114,min,169,4.0,3.5
movie,ryan shaw,,2004,as1115,min,26,3.5,3.5
movie,ryan bingham live,ryan bingham,2016,as1116,min,110,3.0,3.5
movie,rx100,"kartikeya gummakonda, payal rajput",2018,as1117,min,148,4.5,3.5
tv show,ruyi's royal love in the palace,"zhou xun, huo jianhua",2018,as1118,season,1,2.5,3.6
movie,rustum,"shivarajkumar, vivek oberoi, shraddha srinath, rachita ram, harish uttaman, mayuri, j.mahendran, shatru",2019,as1119,min,127,4.0,3.6
tv show,russell peters: deported,russell peters,2020,as1120,season,1,5.0,3.5
movie,rupture,"noomi rapace, michael chiklis, kerry bishe, peter stormare, lesley manville, jean yoon, percy hynes white, mayko nguyen",2017,as1121,min,101,2.5,3.6
movie,running for grace,"matt dillon, jim caviezel, ryan potter, olivia ritchie, juliet mills, nick boraine, stelio savante, sara naby kim, peyton dilweg",2018,as1122,min,111,4.5,3.5
movie,runnin' from my roots,"deana carter, janine turner, patrick muldoon, leigh-allyn baker, aaron o'connell",2018,as1123,min,92,3.0,3.5
tv show,runaway squad,,2010,as1124,season,1,3.0,3.5
movie,rumble: the indians who rocked the world,"link wray, george clinton, buffy sainte-marie, martin scorsese, slash, quincy jones",2017,as1125,min,102,2.0,3.5
movie,rudy ruettiger: the walk on,"daniel 'rudy' ruettiger, dick vitale, danny wuerffel, pat sarb, terry gannon, larry moriarty, dennis mcgowan, richie contartesi, tim ruettiger, bernie ruettiger, mick ruettiger, john ruettiger, francis ruettiger, bill martinov, mike bonifer, luther snavely, paul bergen, michael danch, ross browner, jeff ross, alan mintz, thomas lowrey",2018,as1126,min,78,2.0,3.4
tv show,rubbadubbers,"john gordon sinclair, sean hughes, maria darling",2005,as1127,seasons,4,4.0,3.6
movie,rotters,"frank skinner, sam simmons, phil burgers, john kearns, daniel simonsen, lolly adefope, pat cahill",2015,as1128,min,22,4.0,3.6
tv show,ross kemp: middle east,ross kemp,2010,as1129,season,1,2.0,3.6
tv show,rose and maloney,"sarah lancashire, phil davis, tara fitzgerald, daisy head",2005,as1130,seasons,3,3.0,3.6
movie,root of the problem,"sergio di zio, claire rankin, jayson therrien, leslie benn, ty loupelle",2020,as1131,min,95,1.5,3.6
tv show,room at the top,"matthew mcnulty, maxine peake, jenna louise coleman, kevin mcnally",2012,as1132,season,1,5.0,3.5
movie,room 6,"christine taylor, shane brolly, chloe moretz, jerry o'connell",2006,as1133,min,94,2.5,3.6
tv show,"ronja, the robber's daughter","gillian anderson, theresa gallagher",2017,as1134,season,1,4.0,3.5
movie,romola,"lillian gish, dorothy gish",1924,as1135,min,118,4.0,3.5
tv show,rome - empire without limit,mary beard,2016,as1136,season,1,3.0,3.5
movie,romance on the range,"roy rogers, george ""gabby"" hayes, linda hayes, edward pawley, sally payne, harry woods, sons of the pioneers",1942,as1137,min,53,3.5,3.5
movie,roman holiday,"gregory peck, audrey hepburn, eddie albert",1953,as1138,min,118,3.0,3.5
movie,rolling home,"jean parker, russell hayden, raymond hatton, pamela blake, buzz henry",1946,as1139,min,68,2.0,3.7
tv show,rolie polie olie,"cole caplan, adrian truss, kristen bone, catherine disher",1998,as1140,season,1,2.5,3.5
